Data,Label Type,Model,Accuracy,Prompt Type,Model Size
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,OPT-IML,5.0,scores,1300
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-J,47.5,scores,2700
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-J,44.166666666666664,scores,2700
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-J,41.66666666666667,scores,2700
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,OPT,47.5,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,OPT,49.166666666666664,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,OPT,45.0,scores,125
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,OPT,2.5,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,OPT,5.0,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,OPT,2.5,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,OPT,5.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,OPT,5.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,OPT,5.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,Flan-T5,42.5,scores,770
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,Flan-T5,32.5,scores,770
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,Flan-T5,22.5,scores,770
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,OPT,2.5,scores,350
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,OPT,5.0,scores,350
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,OPT,5.0,scores,350
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-J,33.46153846153846,scores,6000
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,BERT,31.153846153846153,scores,110
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,T5,37.5,scores,11000
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,T5,35.0,scores,11000
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,T5,42.5,scores,11000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,Flan-T5,36.666666666666664,scores,770
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,Flan-T5,30.0,scores,770
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,Flan-T5,23.333333333333332,scores,770
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,T5,39.23076923076923,scores,220
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,T5,35.833333333333336,scores,770
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,T5,29.166666666666668,scores,770
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,T5,16.666666666666664,scores,770
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,BERT,20.833333333333336,scores,335
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,BERT,9.166666666666666,scores,335
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,BERT,9.166666666666666,scores,335
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,Flan-T5,45.0,scores,60
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,Flan-T5,45.0,scores,60
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,Flan-T5,42.5,scores,60
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-2,48.07692307692308,scores,355
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,OPT,32.69230769230769,scores,30000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,UL2,29.166666666666668,scores,20000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,UL2,25.833333333333336,scores,20000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,UL2,18.333333333333332,scores,20000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-2,50.83333333333333,scores,774
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-2,45.0,scores,774
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-2,44.166666666666664,scores,774
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,T5,50.0,scores,770
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,Flan-T5,50.83333333333333,scores,3000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,Flan-T5,50.0,scores,3000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,Flan-T5,56.666666666666664,scores,3000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,Flan-UL2,53.333333333333336,scores,20000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,Flan-UL2,35.0,scores,20000
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,Flan-UL2,50.0,scores,20000
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-J,33.46153846153846,scores,125
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,Flan-T5,83.07692307692308,scores,11000
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,Galactica,40.38461538461539,scores,6700
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,BERT,31.538461538461537,scores,335
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-J,29.230769230769234,scores,2700
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,OPT,54.166666666666664,scores,1300
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,OPT,47.5,scores,1300
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,OPT,46.666666666666664,scores,1300
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,RoBERTa,45.83333333333333,scores,110
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,RoBERTa,35.833333333333336,scores,110
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,RoBERTa,25.0,scores,110
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-J,38.333333333333336,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-J,35.0,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-J,35.0,scores,125
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,T5,50.38461538461539,scores,3000
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,UL2,40.0,scores,20000
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,UL2,40.0,scores,20000
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,UL2,40.0,scores,20000
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-J,2.5,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-J,5.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-J,5.0,scores,1300
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,RoBERTa,44.230769230769226,scores,335
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,Galactica,10.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,Galactica,10.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,Galactica,10.0,scores,1300
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,BERT,7.5,scores,110
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,BERT,0.0,scores,110
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,BERT,12.5,scores,110
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,Galactica,30.833333333333336,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,Galactica,30.0,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,Galactica,30.833333333333336,scores,125
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,Galactica,12.5,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,Galactica,10.0,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,Galactica,12.5,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,OPT-IML (MAX),2.5,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,OPT-IML (MAX),5.0,scores,30000
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,OPT-IML (MAX),2.5,scores,30000
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,Galactica,33.46153846153846,scores,125
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,T5,35.0,scores,220
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,T5,42.5,scores,220
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,T5,27.500000000000004,scores,220
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,Flan-UL2,37.5,scores,20000
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,Flan-UL2,35.0,scores,20000
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,Flan-UL2,30.0,scores,20000
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (curie),7.5,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (curie),5.0,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (curie),5.0,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (babbage),42.5,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (babbage),40.0,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (babbage),38.333333333333336,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (ada),40.833333333333336,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (ada),40.0,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (ada),40.0,scores_openai,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (ada),36.53846153846153,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (davinci),40.0,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (davinci),38.333333333333336,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (davinci),40.0,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (davinci),7.5,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (davinci),5.0,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (davinci),7.5,scores_openai,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (davinci),36.15384615384615,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (babbage),7.5,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (babbage),7.5,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (babbage),7.5,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (curie),49.166666666666664,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (curie),40.833333333333336,scores_openai,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (curie),39.166666666666664,scores_openai,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (curie),37.69230769230769,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (ada),10.0,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (ada),7.5,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (ada),10.0,scores_openai,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (babbage),32.69230769230769,scores_openai,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (curie),27.500000000000004,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (curie),2.5,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (curie),50.0,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (babbage),27.500000000000004,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (babbage),40.0,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (babbage),14.166666666666666,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (ada),34.166666666666664,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (ada),35.833333333333336,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (ada),20.833333333333336,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (ada),63.07692307692307,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (davinci),33.33333333333333,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (davinci),43.333333333333336,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (davinci),18.333333333333332,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (davinci),27.500000000000004,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (davinci),2.5,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (davinci),35.0,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (davinci),67.6923076923077,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (babbage),22.5,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (babbage),10.0,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (babbage),45.0,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,metaphor,GPT-3 (curie),35.833333333333336,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,literal,GPT-3 (curie),41.66666666666667,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Jankowiac_set_test,anomaly,GPT-3 (curie),18.333333333333332,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (curie),67.6923076923077,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,metaphor,GPT-3 (ada),25.0,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,literal,GPT-3 (ada),12.5,scores_openai_no_prompt,0
Metaphors_and_Analogies_Quadruples_Green_set_test,anomaly,GPT-3 (ada),42.5,scores_openai_no_prompt,0
Metaphors_and_Analogies_Pairs_Cardillo_set_test,metaphor,GPT-3 (babbage),67.3076923076923,scores_openai_no_prompt,0
